B'g;Temp (K);B'c;Hw (kJ/kg)
3.00;1825;0;1713.928192
3.00;1850;0;1796.413918
3.00;1875;0;1879.718998
3.00;1900;0;1963.91782
3.00;1925;0;2049.090496
3.00;1950;0;2135.32324
3.00;1975;0;2222.708704
3.00;2000;0;2311.346273
3.00;2025;0;2401.342321
3.00;2050;0;2492.810434
3.00;2075;0;2585.871562
3.00;2100;0;2680.654152
3.00;2125;0;2777.294209
3.00;2150;0;2875.935308
3.00;2175;0;2976.728552
3.00;2200;0;3079.832458
3.00;2225;0;3185.412794
3.00;2250;0;3293.642335
3.00;2275;0;3404.700568
3.00;2300;0;3518.773312
3.00;2325;0;3636.052291
3.00;2350;0;3756.734625
3.00;2375;0;3881.022267
3.00;2400;0;4009.121383
3.00;2425;0;4141.241677
3.00;2450;0;4277.595673
3.00;2475;0;4418.397962
3.00;2500;0;4563.864429
3.00;2525;0;4714.211468
3.00;2550;0;4869.65521
3.00;2575;0;5030.410773
3.00;2600;0;5196.691562
3.00;2625;0;5368.708653
3.00;2650;0;5546.670264
3.00;2675;0;5730.781373
3.00;2700;0;5921.243498
3.00;2725;0;6118.25469
3.00;2750;0;6322.00977
3.00;2775;0;6532.700866
3.00;2800;0;6750.518299
3.00;2825;0;6975.651866
3.00;2850;0;7208.292581
3.00;2875;0;7448.634946
3.00;2900;0;7696.879799
3.00;2925;0;7953.237825
3.00;2950;0;8217.933778
3.00;2975;0;8491.211508
3.00;3000;0;8773.33983
3.00;3025;0.002156632;9064.619309
3.00;3050;0.029575873;9365.389989
3.00;3075;0.05836988;9676.040097
3.00;3100;0.088676193;9997.01569
3.00;3125;0.120663791;10328.8312
3.00;3150;0.154540238;10672.08071
3.00;3175;0.190560305;11027.44977
3.00;3200;0.229036393;11395.72737
3.00;3225;0.270351124;11777.81752
3.00;3250;0.314972613;12174.74974
3.00;3275;0.363473007;12587.68733
3.00;3300;0.416551115;13017.93216
3.00;3325;0.475060132;13466.92404
3.00;3350;0.540041832;13936.23248
3.00;3375;0.612769028;14427.53798
3.00;3400;0.694798752;14942.59941
3.00;3425;0.7880395;15483.20374
3.00;3450;0.894837206;16051.09391
3.00;3475;1.018086518;16647.87073
3.00;3500;1.161376772;17274.86533
3.00;3525;1.329186356;17932.98007
3.00;3550;1.527145741;18622.49844
3.00;3575;1.762399788;19342.86812
3.00;3600;2.044116553;20092.46674
3.00;3625;2.38421723;20868.36592
3.00;3650;2.79844842;21666.11561
3.00;3675;3.307999657;22479.57601
3.00;3700;3.942018301;23300.82667
3.00;3725;4.741658199;24120.17939
3.00;3750;5.766868844;24926.31178
3.00;3775;7.108347071;25706.52066
3.00;3800;8.909857825;26447.06985
3.00;3825;11.4131054;27133.57692
3.00;3850;15.05689175;27751.34985
3.00;3875;20.72587762;28285.54219
3.00;3900;30.49829721;28720.92302
3.00;3925;50.63352535;29040.86311
3.00;3950;50.63352535;29040.86311
3.00;3975;50.63352535;29040.86311
3.00;4000;50.63352535;29040.86311
B'g;Temp (K);B'c;Hw (kJ/kg)
4.00;250;0;-8032.711565
4.00;275;0;-7973.49455
4.00;300;0;-7907.202828
4.00;325;0;-7833.789143
4.00;350;0;-7754.05366
4.00;375;0;-7669.341567
4.00;400;0;-7581.177071
4.00;425;0;-7490.965979
4.00;450;0;-7399.817134
4.00;475;0;-7308.468455
4.00;500;0;-7217.277072
4.00;525;0;-7126.233807
4.00;550;0;-7034.972748
4.00;575;0;-6942.756786
4.00;600;0;-6848.426425
4.00;625;0;-6750.302653
4.00;650;0;-6646.036943
4.00;675;0;-6532.407172
4.00;700;0;-6405.070716
4.00;725;0;-6258.312709
4.00;750;0;-6084.876408
4.00;775;0;-5876.036181
4.00;800;0;-5622.156331
4.00;825;0;-5314.020629
4.00;850;0;-4945.124539
4.00;875;0;-4514.78185
4.00;900;0;-4031.262109
4.00;925;0;-3513.422095
4.00;950;0;-2989.00655
4.00;975;0;-2488.841288
4.00;1000;0;-2038.724021
4.00;1025;0;-1653.134832
4.00;1050;0;-1334.021728
4.00;1075;0;-1074.258044
4.00;1100;0;-862.6532869
4.00;1125;0;-687.780672
4.00;1150;0;-539.8916111
4.00;1175;0;-411.4202795
4.00;1200;0;-296.7909884
4.00;1225;0;-192.0042279
4.00;1250;0;-94.22552851
4.00;1275;0;-1.451866377
4.00;1300;0;87.73622605
4.00;1325;0;174.3511242
4.00;1350;0;259.1211692
4.00;1375;0;342.57578
4.00;1400;0;425.104263
4.00;1425;0;506.9965926
4.00;1450;0;588.4718675
4.00;1475;0;669.698333
4.00;1500;0;750.8076048
4.00;1525;0;831.9048812
4.00;1550;0;913.0763644
4.00;1575;0;994.394722
4.00;1600;0;1075.923164
4.00;1625;0;1157.718537
4.00;1650;0;1239.833707
4.00;1675;0;1322.319436
4.00;1700;0;1405.225889
4.00;1725;0;1488.603862
4.00;1750;0;1572.505817
4.00;1775;0;1656.986757
4.00;1800;0;1742.104997
4.00;1825;0;1827.922837
4.00;1850;0;1914.50717
4.00;1875;0;2001.93003
4.00;1900;0;2090.269091
4.00;1925;0;2179.608117
4.00;1950;0;2270.037377
4.00;1975;0;2361.654012
4.00;2000;0;2454.562364
4.00;2025;0;2548.874255
4.00;2050;0;2644.709239
4.00;2075;0;2742.194772
4.00;2100;0;2841.466361
4.00;2125;0;2942.667642
4.00;2150;0;3045.950401
4.00;2175;0;3151.474533
4.00;2200;0;3259.407933
4.00;2225;0;3369.926323
4.00;2250;0;3483.213002
4.00;2275;0;3599.458526
4.00;2300;0;3718.860317
4.00;2325;0;3841.622192
4.00;2350;0;3967.953829
4.00;2375;0;4098.070155
4.00;2400;0;4232.19068
4.00;2425;0;4370.538761
4.00;2450;0;4513.340824
4.00;2475;0;4660.825545
4.00;2500;0;4813.222995
4.00;2525;0;4970.763782
4.00;2550;0;5133.67819
4.00;2575;0;5302.195342
4.00;2600;0;5476.542415
4.00;2625;0;5656.94392
4.00;2650;0;5843.62109
4.00;2675;0;6036.791396
4.00;2700;0;6236.668244
4.00;2725;0;6443.460867
4.00;2750;0;6657.374481
4.00;2775;0;6878.610733
4.00;2800;0;7107.368503
4.00;2825;0;7343.845108
4.00;2850;0;7588.237958
4.00;2875;0;7840.746743
4.00;2900;0;8101.576186
4.00;2925;0;8370.93945
4.00;2950;0;8649.062234
4.00;2975;0;8936.187642
4.00;3000;0;9232.581845
4.00;3025;0;9538.540604
4.00;3050;0;9854.396651
4.00;3075;0;10180.52793
4.00;3100;0.020872293;10517.36662
4.00;3125;0.062249148;10865.40893
4.00;3150;0.106117229;11225.22532
4.00;3175;0.152808218;11597.47097
4.00;3200;0.202728248;11982.8961
4.00;3225;0.256374214;12382.35544
4.00;3250;0.314353541;12796.81599
4.00;3275;0.377408231;13227.36208
4.00;3300;0.446444187;13675.19612
4.00;3325;0.522567185;14141.63318
4.00;3350;0.60712723;14628.08715
4.00;3375;0.701773666;15136.04545
4.00;3400;0.808524202;15667.02927
4.00;3425;0.929852225;16222.53548
4.00;3450;1.06879844;16803.95673
4.00;3475;1.229115372;17412.47615
4.00;3500;1.415456964;18048.9344
4.00;3525;1.633631031;18713.66838
4.00;3550;1.890940925;19406.32405
4.00;3575;2.19665618;20125.64977
4.00;3600;2.562673476;20869.28204
4.00;3625;3.004464912;21633.54119
4.00;3650;3.542470994;22413.26015
4.00;3675;4.204201996;23201.67301
4.00;3700;5.027505038;23990.38993
4.00;3725;6.065823466;24769.47937
4.00;3750;7.397015638;25527.66608
4.00;3775;9.138877888;26252.63414
4.00;3800;11.47813031;26931.40026
4.00;3825;14.72867356;27550.6956
4.00;3850;19.46028739;28097.26658
4.00;3875;26.82136505;28557.97231
4.00;3900;39.50841965;28919.49749
4.00;3925;65.63677233;29167.33925
4.00;3950;65.63677233;29167.33925
4.00;3975;65.63677233;29167.33925
4.00;4000;65.63677233;29167.33925
B'g;Temp (K);B'c;Hw (kJ/kg)
5.50;250;0;-8345.589497
5.50;275;0;-8285.226038
5.50;300;0;-8217.680296
5.50;325;0;-8142.843432
5.50;350;0;-8061.459917
5.50;375;0;-7974.844211
5.50;400;0;-7884.525408
5.50;425;0;-7791.948818
5.50;450;0;-7698.288531
5.50;475;0;-7604.362392
5.50;500;0;-7510.612582
5.50;525;0;-7417.113039
5.50;550;0;-7323.573726
5.50;575;0;-7229.321107
5.50;600;0;-7133.240464
5.50;625;0;-7033.668991
5.50;650;0;-6928.230711
5.50;675;0;-6813.609872
5.50;700;0;-6685.272424
5.50;725;0;-6537.174107
5.50;750;0;-6361.548107
5.50;775;0;-6148.949126
5.50;800;0;-5888.827478
5.50;825;0;-5570.958683
5.50;850;0;-5187.951364
5.50;875;0;-4738.668735
5.50;900;0;-4231.680898
5.50;925;0;-3687.039469
5.50;950;0;-3134.39667
5.50;975;0;-2606.698111
5.50;1000;0;-2131.480415
5.50;1025;0;-1724.204649
5.50;1050;0;-1387.024137
5.50;1075;0;-1112.481693
5.50;1100;0;-888.8151608
5.50;1125;0;-703.9969207
5.50;1150;0;-547.7541467
5.50;1175;0;-412.1046667
5.50;1200;0;-291.1584554
5.50;1225;0;-180.6848957
5.50;1250;0;-77.68167566
5.50;1275;0;19.97567489
5.50;1300;0;113.7946299
5.50;1325;0;204.8516285
5.50;1350;0;293.9219389
5.50;1375;0;381.569599
5.50;1400;0;468.2096454
5.50;1425;0;554.1513183
5.50;1450;0;639.6282489
5.50;1475;0;724.8197243
5.50;1500;0;809.8658128
5.50;1525;0;894.8782363
5.50;1550;0;979.9482795
5.50;1575;0;1065.152618
5.50;1600;0;1150.557676
5.50;1625;0;1236.222929
5.50;1650;0;1322.203464
5.50;1675;0;1408.551985
5.50;1700;0;1495.32043
5.50;1725;0;1582.561293
5.50;1750;0;1670.328735
5.50;1775;0;1758.679527
5.50;1800;0;1847.673879
5.50;1825;0;1937.376167
5.50;1850;0;2027.855592
5.50;1875;0;2119.186768
5.50;1900;0;2211.450265
5.50;1925;0;2304.733098
5.50;1950;0;2399.129179
5.50;1975;0;2494.739714
5.50;2000;0;2591.673567
5.50;2025;0;2690.047567
5.50;2050;0;2789.986782
5.50;2075;0;2891.624716
5.50;2100;0;2995.103477
5.50;2125;0;3100.573869
5.50;2150;0;3208.195427
5.50;2175;0;3318.136383
5.50;2200;0;3430.573559
5.50;2225;0;3545.692195
5.50;2250;0;3663.685686
5.50;2275;0;3784.755258
5.50;2300;0;3909.109544
5.50;2325;0;4036.964101
5.50;2350;0;4168.540832
5.50;2375;0;4304.067344
5.50;2400;0;4443.776225
5.50;2425;0;4587.904262
5.50;2450;0;4736.691599
5.50;2475;0;4890.380846
5.50;2500;0;5049.216158
5.50;2525;0;5213.442291
5.50;2550;0;5383.303654
5.50;2575;0;5559.043385
5.50;2600;0;5740.902464
5.50;2625;0;5929.118901
5.50;2650;0;6123.927021
5.50;2675;0;6325.556876
5.50;2700;0;6534.233838
5.50;2725;0;6750.178393
5.50;2750;0;6973.606188
5.50;2775;0;7204.728386
5.50;2800;0;7443.752363
5.50;2825;0;7690.882808
5.50;2850;0;7946.323287
5.50;2875;0;8210.278317
5.50;2900;0;8482.956005
5.50;2925;0;8764.571328
5.50;2950;0;9055.350077
5.50;2975;0;9355.53354
5.50;3000;0;9665.383942
5.50;3025;0;9985.190665
5.50;3050;0;10315.27726
5.50;3075;0;10656.00917
5.50;3100;0;11007.80219
5.50;3125;0;11371.13134
5.50;3150;0.025887791;11746.54007
5.50;3175;0.088392115;12134.64943
5.50;3200;0.155290373;12536.16665
5.50;3225;0.227251374;12951.89241
5.50;3250;0.305091999;13382.7261
5.50;3275;0.389809467;13829.66756
5.50;3300;0.482620726;14293.81395
5.50;3325;0.585010771;14776.3498
5.50;3350;0.698792247;15278.52775
5.50;3375;0.82617952;15801.63731
5.50;3400;0.969881473;16346.95851
5.50;3425;1.133218899;16915.69708
5.50;3450;1.320274614;17508.89804
5.50;3475;1.536087804;18127.33499
5.50;3500;1.786908995;18771.37396
5.50;3525;2.080539616;19440.81266
5.50;3550;2.42679154;20134.69921
5.50;3575;2.838120126;20851.13901
5.50;3600;3.330513285;21587.10337
5.50;3625;3.924766983;22338.25886
5.50;3650;4.648358957;23098.84079
5.50;3675;5.538275194;23861.59601
5.50;3700;6.645404269;24617.81778
5.50;3725;8.041611017;25357.48747
5.50;3750;9.831596539;26069.52323
5.50;3775;12.17377195;26742.11649
5.50;3800;15.31922929;27363.11374
5.50;3825;19.69004982;27920.37853
5.50;3850;26.05224885;28402.04641
5.50;3875;35.9492978;28796.56081
5.50;3900;53.00377156;29092.33124
5.50;3925;88.11049843;29276.72326
5.50;3950;88.11049843;29276.72326
5.50;3975;88.11049843;29276.72326
5.50;4000;88.11049843;29276.72326
B'g;Temp (K);B'c;Hw (kJ/kg)
7.50;250;0;-8594.459145
7.50;275;0;-8533.141956
7.50;300;0;-8464.543322
7.50;325;0;-8388.511201
7.50;350;0;-8305.753326
7.50;375;0;-8217.566372
7.50;400;0;-8125.487626
7.50;425;0;-8030.995912
7.50;450;0;-7935.318083
7.50;475;0;-7839.33626
7.50;500;0;-7743.561549
7.50;525;0;-7648.136242
7.50;550;0;-7552.834031
7.50;575;0;-7457.036528
7.50;600;0;-7359.670432
7.50;625;0;-7259.092804
7.50;650;0;-7152.913782
7.50;675;0;-7037.751468
7.50;700;0;-6908.926898
7.50;725;0;-6760.137562
7.50;750;0;-6583.20681
7.50;775;0;-6368.099166
7.50;800;0;-6103.501019
7.50;825;0;-5778.328342
7.50;850;0;-5384.413915
7.50;875;0;-4920.198714
7.50;900;0;-4394.460336
7.50;925;0;-3828.21898
7.50;950;0;-3252.707405
7.50;975;0;-2702.639189
7.50;1000;0;-2207.003188
7.50;1025;0;-1782.080045
7.50;1050;0;-1430.19759
7.50;1075;0;-1143.630111
7.50;1100;0;-910.1489513
7.50;1125;0;-717.2366708
7.50;1150;0;-554.1936823
7.50;1175;0;-412.6992927
7.50;1200;0;-286.6081265
7.50;1225;0;-171.5019419
7.50;1250;0;-64.24222087
7.50;1275;0;37.39403277
7.50;1300;0;134.9856699
7.50;1325;0;229.6610696
7.50;1350;0;322.2335264
7.50;1375;0;413.2951073
7.50;1400;0;503.2816537
7.50;1425;0;592.5179538
7.50;1450;0;681.249333
7.50;1475;0;769.6639282
7.50;1500;0;857.9085436
7.50;1525;0;946.1000598
7.50;1550;0;1034.33374
7.50;1575;0;1122.689355
7.50;1600;0;1211.235769
7.50;1625;0;1300.034418
7.50;1650;0;1389.142004
7.50;1675;0;1478.612614
7.50;1700;0;1568.499427
7.50;1725;0;1658.856109
7.50;1750;0;1749.73799
7.50;1775;0;1841.203062
7.50;1800;0;1933.312857
7.50;1825;0;2026.133218
7.50;1850;0;2119.734998
7.50;1875;0;2214.194691
7.50;1900;0;2309.595003
7.50;1925;0;2406.025379
7.50;1950;0;2503.582484
7.50;1975;0;2602.370632
7.50;2000;0;2702.502171
7.50;2025;0;2804.097826
7.50;2050;0;2907.286987
7.50;2075;0;3012.207933
7.50;2100;0;3119.008016
7.50;2125;0;3227.843773
7.50;2150;0;3338.880969
7.50;2175;0;3452.294575
7.50;2200;0;3568.26867
7.50;2225;0;3686.996266
7.50;2250;0;3808.679046
7.50;2275;0;3933.52703
7.50;2300;0;4061.758141
7.50;2325;0;4193.597704
7.50;2350;0;4329.277839
7.50;2375;0;4469.036794
7.50;2400;0;4613.118185
7.50;2425;0;4761.770167
7.50;2450;0;4915.244547
7.50;2475;0;5073.795836
7.50;2500;0;5237.68026
7.50;2525;0;5407.154754
7.50;2550;0;5582.475932
7.50;2575;0;5763.899091
7.50;2600;0;5951.67723
7.50;2625;0;6146.060156
7.50;2650;0;6347.293664
7.50;2675;0;6555.618871
7.50;2700;0;6771.271691
7.50;2725;0;6994.482542
7.50;2750;0;7225.476289
7.50;2775;0;7464.472498
7.50;2800;0;7711.686027
7.50;2825;0;7967.328032
7.50;2850;0;8231.607418
7.50;2875;0;8504.732803
7.50;2900;0;8786.915046
7.50;2925;0;9078.370392
7.50;2950;0;9379.324268
7.50;2975;0;9690.01579
7.50;3000;0;10010.70298
7.50;3025;0;10341.66874
7.50;3050;0;10683.22749
7.50;3075;0;11035.73249
7.50;3100;0;11399.5837
7.50;3125;0;11775.23597
7.50;3150;0;12163.20736
7.50;3175;0;12564.08712
7.50;3200;0.082943916;12978.54281
7.50;3225;0.179137471;13407.32586
7.50;3250;0.283281092;13851.27454
7.50;3275;0.396712771;14311.31307
7.50;3300;0.521064609;14788.44535
7.50;3325;0.658327586;15283.7412
7.50;3350;0.810931495;15798.31288
7.50;3375;0.981844285;16333.27917
7.50;3400;1.174696539;16889.71397
7.50;3425;1.393938959;17468.57647
7.50;3450;1.645043785;18070.62027
7.50;3475;1.934765539;18696.27937
7.50;3500;2.271483171;19345.53091
7.50;3525;2.665655687;20017.73662
7.50;3550;3.130438807;20711.46876
7.50;3575;3.682534435;21424.3304
7.50;3600;4.343383691;22152.78507
7.50;3625;5.140878493;22892.01559
7.50;3650;6.11187584;23635.83482
7.50;3675;7.305990491;24376.672
7.50;3700;8.791491253;25105.65344
7.50;3725;10.66479188;25812.78699
7.50;3750;13.06636269;26487.24413
7.50;3775;16.20873241;27117.71363
7.50;3800;20.42875991;27692.78011
7.50;3825;26.29265027;28201.26071
7.50;3850;34.82782999;28632.41656
7.50;3875;48.10401352;28975.9364
7.50;3900;70.9771692;29221.55219
7.50;3925;70.9771692;29221.55219
7.50;3950;70.9771692;29221.55219
7.50;3975;70.9771692;29221.55219
7.50;4000;70.9771692;29221.55219
B'g;Temp (K);B'c;Hw (kJ/kg)
10.00;250;0;-8780.286186
10.00;275;0;-8718.236267
10.00;300;0;-8648.823887
10.00;325;0;-8571.867385
10.00;350;0;-8488.050683
10.00;375;0;-8398.660525
10.00;400;0;-8305.24266
10.00;425;0;-8209.302266
10.00;450;0;-8112.106341
10.00;475;0;-8014.585653
10.00;500;0;-7917.303703
10.00;525;0;-7820.455245
10.00;550;0;-7723.86358
10.00;575;0;-7626.954181
10.00;600;0;-7528.68804
10.00;625;0;-7427.441124
10.00;650;0;-7320.817889
10.00;675;0;-7205.392039
10.00;700;0;-7076.380971
10.00;725;0;-6927.292011
10.00;750;0;-6749.640754
10.00;775;0;-6532.941445
10.00;800;0;-6265.289067
10.00;825;0;-5934.924111
10.00;850;0;-5533.057893
10.00;875;0;-5057.776974
10.00;900;0;-4517.993504
10.00;925;0;-3935.460489
10.00;950;0;-3342.628121
10.00;975;0;-2775.579106
10.00;1000;0;-2264.428303
10.00;1025;0;-1826.0921
10.00;1050;0;-1463.035497
10.00;1075;0;-1167.329002
10.00;1100;0;-926.3886256
10.00;1125;0;-727.3241032
10.00;1150;0;-559.1113748
10.00;1175;0;-413.1726094
10.00;1200;0;-283.1686091
10.00;1225;0;-164.5387907
10.00;1250;0;-54.04134309
10.00;1275;0;50.62142344
10.00;1300;0;151.0824527
10.00;1325;0;248.5094687
10.00;1350;0;343.7445513
10.00;1375;0;437.4009644
10.00;1400;0;529.9302591
10.00;1425;0;621.6689378
10.00;1450;0;712.8711088
10.00;1475;0;803.7315253
10.00;1500;0;894.4019967
10.00;1525;0;985.0032039
10.00;1550;0;1075.633307
10.00;1575;0;1166.374298
10.00;1600;0;1257.296755
10.00;1625;0;1348.463459
10.00;1650;0;1439.932191
10.00;1675;0;1531.757936
10.00;1700;0;1623.994655
10.00;1725;0;1716.696744
10.00;1750;0;1809.920255
10.00;1775;0;1903.72394
10.00;1800;0;1998.170166
10.00;1825;0;2093.325724
10.00;1850;0;2189.262555
10.00;1875;0;2286.058412
10.00;1900;0;2383.797463
10.00;1925;0;2482.570844
10.00;1950;0;2582.477158
10.00;1975;0;2683.622937
10.00;2000;0;2786.123049
10.00;2025;0;2890.101055
10.00;2050;0;2995.689526
10.00;2075;0;3103.030282
10.00;2100;0;3212.274594
10.00;2125;0;3323.583309
10.00;2150;0;3437.126908
10.00;2175;0;3553.085495
10.00;2200;0;3671.648707
10.00;2225;0;3793.015541
10.00;2250;0;3917.394098
10.00;2275;0;4045.001241
10.00;2300;0;4176.062161
10.00;2325;0;4310.809857
10.00;2350;0;4449.484525
10.00;2375;0;4592.332858
10.00;2400;0;4739.607267
10.00;2425;0;4891.565019
10.00;2450;0;5048.467312
10.00;2475;0;5210.578283
10.00;2500;0;5378.163973
10.00;2525;0;5551.491258
10.00;2550;0;5730.82677
10.00;2575;0;5916.43582
10.00;2600;0;6108.58136
10.00;2625;0;6307.522997
10.00;2650;0;6513.516108
10.00;2675;0;6726.811074
10.00;2700;0;6947.65268
10.00;2725;0;7176.279724
10.00;2750;0;7412.924872
10.00;2775;0;7657.814812
10.00;2800;0;7911.170758
10.00;2825;0;8173.209353
10.00;2850;0;8444.144021
10.00;2875;0;8724.186833
10.00;2900;0;9013.550918
10.00;2925;0;9312.45349
10.00;2950;0;9621.119516
10.00;2975;0;9939.786063
10.00;3000;0;10268.70734
10.00;3025;0;10608.16041
10.00;3050;0;10958.45162
10.00;3075;0;11319.92348
10.00;3100;0;11692.96215
10.00;3125;0;12078.00504
10.00;3150;0;12475.54836
10.00;3175;0;12886.15427
10.00;3200;0;13310.45684
10.00;3225;0.109974924;13749.16619
10.00;3250;0.246850049;14203.0698
10.00;3275;0.396037917;14673.02953
10.00;3300;0.559689907;15159.97294
10.00;3325;0.740429752;15664.87667
10.00;3350;0.941458877;16188.73985
10.00;3375;1.166687328;16732.5446
10.00;3400;1.420897847;17297.20111
10.00;3425;1.709953474;17883.47433
10.00;3450;2.041063066;18491.8901
10.00;3475;2.423125052;19122.61938
10.00;3500;2.867178496;19775.341
10.00;3525;3.38700379;20449.08605
10.00;3550;3.999935637;21142.07053
10.00;3575;4.727982981;21851.52737
10.00;3600;5.599401854;22573.5535
10.00;3625;6.650951859;23302.99211
10.00;3650;7.931210814;24033.37225
10.00;3675;9.505574658;24756.92759
10.00;3700;11.46403025;25464.71
10.00;3725;13.93366622;26146.80324
10.00;3750;17.0996463;26792.62542
10.00;3775;21.24211579;27391.29027
10.00;3800;26.80508863;27931.97742
10.00;3825;34.53482496;28404.24516
10.00;3850;45.78531499;28798.20589
10.00;3875;63.28363397;29104.46959
10.00;3900;93.42637316;29313.72889
10.00;3925;93.42637316;29313.72889
10.00;3950;93.42637316;29313.72889
10.00;3975;93.42637316;29313.72889
10.00;4000;93.42637316;29313.72889
